ROW_ID;ID;TITLE;ALT TITLE;RLS DATE;DURATION (MIN);DIRECTORS;ACTORS;CATEGORIES;ORIGIN;NB_SEASONS;NB_EPISODES;DESCRIPTION;IMAGE;KEYWORDS
837;6158;Duels en cuisine;ND;En cours;70 min;RTBF;Pascal Devalkeneer, Julien Lahire;;Belgique;1;10;Six duos d'amateurs vont transformer leur maison en véritable restaurant le temps d'une soirée. En jeu, le titre de meilleur duo cuisinier amateur et la somme de 15.000 euros. Pour remporter cette compétition, ils devront se battre contre le temps. Ils n'auront en effet que trois heures pour préparer le plus extraordinaire menu trois services et mettre à l'honneur le terroir belge. Chaque duo sera jugé par deux chefs étoilés, Pascal Devalkeneer (Le Chalet de la Fôret à Uccle) et Julien Lahire (Le Moulin Hideux à Noirefontaine).;https://str01-m.dpstream.media/s/6158/duels-en-cuisine-1474284986.jpg;Série Duels en cuisine streaming,Duels en cuisine dpstream, Série Duels en cuisine HD, Duels en cuisine streaming VF
838;6157;Une Saison à la Juilliard School (Dance School: Juilliard);ND;Terminée;26 min;Priscilla Pizzato;;;États-Unis;1;6;"Bienvenue dans la prestigieuse école new-yorkaise d'où sont sortis Jessica Chastain, Kevin Spacey, Pina Bausch, Philip Glass, Adam Driver, Nina Simone ou Renée Fleming.
De jeunes artistes ultradoués, des professeurs renommés, une atmosphère effervescente qui évoque le film Fame ou l'antichambre de Broadway : Une saison à la Juilliard School suit, durant une année scolaire, l'apprentissage d'élèves en danse, musique ou art dramatique. 

En six épisodes menés tambour battant, la série documentaire accompagne étudiants et professeurs de la rentrée jusquaux examens finaux et, pour certains, jusqu'à leurs débuts professionnels. 
Dune répétition de Hamlet à un concert au très sélect Blue Note, ces six volets racontent le quotidien d'artistes en herbe, dans un cadre à la fois exigeant et protégé, qui leur permet de tout expérimenter avant de se lancer dans la mêlée du show-business.

Titre original : Dance School: Juilliard";https://str01-m.dpstream.media/s/6157/une-saison-à-la-juilliard-school-(dance-schoo-juilliard)-1474284902.jpg;Série Une Saison à la Juilliard School (Dance School: Juilliard) streaming,Une Saison à la Juilliard School (Dance School: Juilliard) dpstream, Série Une Saison à la Juilliard School (Dance School: Juilliard) HD, Une Saison à la Juilliard School (Dance School: Juilliard) streaming VF
839;6156;Adieu mes quinze ans;ND;Terminée;13 min;Pierre Dupriez;;;France;1;19;Ce feuilleton met en scène les aventures de Fanny, une adolescente de 15 ans vivant à Boulogne-sur-Mer à la fin des années 1950. Une chaude complicité l'unit à son frère aîné, Guillaume, et à leur grand-père, le Capitaine. C'est auprès de lui que vont se croiser et se recroiser les destins de Fanny et Guillaume, Yann Offlanges, et Ingvild Nilssen, une jeune Norvégienne invitée par Le Capitaine à séjourner pendant un an dans leur demeure, le Cadran Solaire.;https://str01-m.dpstream.media/s/6156/adieu-mes-quinze-ans-1474283537.jpg;Série Adieu mes quinze ans streaming,Adieu mes quinze ans dpstream, Série Adieu mes quinze ans HD, Adieu mes quinze ans streaming VF
840;6155;State of Affairs;ND;En cours;42 min;Alexi Hawley;Katherine Heigl, Adam Kaufman, Sheila Vand;;États-Unis;1;1;Charleston Whitney Tucker, une agent de la CIA aux méthodes peu orthodoxes, a été recrutée directement par la Présidente des Etats-Unis pour devenir sa conseillère spéciale. Sa mission : prévenir les attaques sur le sol américain et cibler les menaces les plus critiques. De par sa position, elle est au centre du pouvoir. Une position qui créé des tensions au sein même de la Maison Blanche et qui allonge sa déjà longue liste d'ennemis...;https://str01-m.dpstream.media/s/6155/state-of-affairs-1474283310.jpg;Série State of Affairs streaming,State of Affairs dpstream, Série State of Affairs HD, State of Affairs streaming VF
841;6154;Une Saison au Cirque;ND;En cours;25 min;France 4;;;France;1;35;"Entrez dans l'univers du cirque avec le cirque Arlette Gruss, son chapiteau de 1800 places, ses 52 semi-remorques et sa cinquantaine de caravanes dartistes dAnnecy à Nancy, vers Amiens et Villeneuve dAscq avant dachever sa tournée 2014 à Paris.
Une Saison au cirque vous dévoile lenvers du décor de la vie dartistes. Les obligations, les moments de fatigue, les joies et la satisfaction de pouvoir présenter un spectacle de 2h30 tous les soirs. Comment vit-on cette drôle de vie ? Comment travaille-t-on avec des animaux, dont certains peuvent-être extrêmement dangereux ? Vivez le quotidien dun des plus grands cirques de France.";https://str01-m.dpstream.media/s/6154/une-saison-au-cirque-1474283179.jpg;Série Une Saison au Cirque streaming,Une Saison au Cirque dpstream, Série Une Saison au Cirque HD, Une Saison au Cirque streaming VF
842;6153;Les Semailles et les Moissons;ND;Terminée;95 min;Christian François;Bernard Yerlès, Patrick Raynal, Yves Beneyton;;France;1;2;"L'histoire se déroule de 1913 à 1945 et raconte le destin de deux jeunes femmes, Amélie et Élisabeth, deux personnalités très différentes mais toutes deux animées de la même passion et qui, malgré le désordre occasionné par la guerre, partiront à la recherche du bonheur avec la même fougue et la même détermination.

Info : D'après le roman éponyme d'Henri Troyat";https://str01-m.dpstream.media/s/6153/les-semailles-et-les-moissons-1474283104.jpg;Série Les Semailles et les Moissons streaming,Les Semailles et les Moissons dpstream, Série Les Semailles et les Moissons HD, Les Semailles et les Moissons streaming VF
843;6152;Talk club;ND;En cours;45 min;NRJ 12;Cyril Viguier;;France;1;9;"Talk Club, cest un nouveau magazine hebdomadaire, résolument positif, produit et présenté par Cyril Viguier.
Chaque semaine, sur le plateau de Talk Club, une success story à la française sera mise à lhonneur : Cyril Viguier recevra un invité, un entrepreneur, un « leadeur dopinion », une personne qui a réussi dans son domaine (que ce soit le sport, la gastronomie, les finances, le web ) L'invité central sera interrogé par Cyril Viguier mais aussi par un panel de jeunes sélectionnés, bien décidés à percer les clés de la réussite de linvité.
( Ils reviendront sur son parcours, ses expériences, ses idées mais également sur les raisons et les motivations qui lont conduit vers le succès.)
45 minutes déchanges et de débats afin de donner le goût d'entreprendre et d'apporter des repères a toute une génération. En bref, un talk-show frais et dynamique, pour donne envie aux jeunes daller plus haut, plus loin, plus fort. Parce que les français sont capables de tout, surtout du meilleur.


Titre original : Talk club
Créée par NRJ12 en 2014

Saisons : 01 - Épisodes : 04 - Statut : En production
Format : 45 mn - Genre : Magazine, Talk-Show, Débat - Nationalité : Française
Présenté par Cyril Viguier";https://str01-m.dpstream.media/s/6152/talk-club-1474283011.jpg;Série Talk club streaming,Talk club dpstream, Série Talk club HD, Talk club streaming VF
844;6151;Action spéciale douanes;ND;Terminée;52 min;;Marc Duret, Nadège Beausson-Diagne, Boris Terral;;France;1;6;Le quotidien d'un groupe de cinq agents des douanes basés à Marseille. Ils ont pour mission de repérer et d'éradiquer les trafics du monde de la pègre internationale.;https://str01-m.dpstream.media/s/6151/action-spéciale-douanes-1474282084.jpg;Série Action spéciale douanes streaming,Action spéciale douanes dpstream, Série Action spéciale douanes HD, Action spéciale douanes streaming VF
845;6150;L'Abonné de la ligne U;ND;Terminée;15 min;Yannick Andréi;Jacques Dacqmine, Roger Rudel, Maria Mauban, Guy Decomble;;France;1;40;La ligne 83 de bus parisien, l'ancienne « ligne U », semble être au centre d'une sombre affaire de meurtre et d'enlèvement. Le meurtrier, abonné à la ligne U, va faire l'objet d'une complexe enquête policière menée par l'inspecteur Belot.;https://str01-m.dpstream.media/s/6150/l'abonné-de-la-ligne-u-1474281951.jpg;Série L'Abonné de la ligne U streaming,L'Abonné de la ligne U dpstream, Série L'Abonné de la ligne U HD, L'Abonné de la ligne U streaming VF
846;6149;Abîme de la Passion (Abismo de pasión);ND;Terminée;42 min;Caridad Bravo Adams;Alejandro Camacho, Blanca Guerra, Ludwika Paleta;;Mexique;1;162;Elisa, Paloma, Damián et Gael sont amis depuis toujours. Ils découvrent un jour qu'ils doivent payer le prix du lourd héritage de leurs parents, basé sur de nombreuses manipulations et de mystérieux mensonges.;https://str01-m.dpstream.media/s/6149/abîme-de-la-passion-(abismo-de-pasión)-1474281774.jpg;Série Abîme de la Passion (Abismo de pasión) streaming,Abîme de la Passion (Abismo de pasión) dpstream, Série Abîme de la Passion (Abismo de pasión) HD, Abîme de la Passion (Abismo de pasión) streaming VF
847;6148;The Smoke;ND;Terminée;ND;;;;;ND;ND;;https://str01-m.dpstream.media/s/6148/the-smoke-1474281639.jpg;Série The Smoke streaming,The Smoke dpstream, Série The Smoke HD, The Smoke streaming VF
848;6147;Hôtesses, stewards, pilotes : une vie entre deux avions;ND;Terminée;87 min;NRJ 12;;;France;1;3;"Découvrez la vie d'hôtesses de l'air, de pilotes d'avions et de stewards. Même s'ils sont passionnés par leur profession, leur vie n'est pas toujours facile ! Concilier amour, famille et vie aux quatre coins du monde n'est pas si simple.
Gary, un jeune steward toujours en partance, est comblé par son métier. Depuis peu, il aimerait trouver l'amour, mais comment construire une histoire entre deux vols ? 
Marc et Coral, respectivement pilote et hôtesse de l'air, ont deux enfants. Entre deux vols à l'autre bout du monde, ils tentent de mener de front leur vie de famille et leur carrière. Un challenge souvent très compliqué.
Gilles, chef étoilé revenu des Etats-Unis, a cuisiné pour les plus grands. Son dernier défi consiste à lancer un restaurant branché à Orly.
Barbara, une hôtesse de l'air free-lance, travaille pour des compagnies de jets privés.";https://str01-m.dpstream.media/s/6147/hôtesses,-stewards,-pilotes--une-vie-entre-deux-avions-1474281568.jpg;Série Hôtesses, stewards, pilotes : une vie entre deux avions streaming,Hôtesses, stewards, pilotes : une vie entre deux avions dpstream, Série Hôtesses, stewards, pilotes : une vie entre deux avions HD, Hôtesses, stewards, pilotes : une vie entre deux avions streaming VF
849;6146;ANZAC Girls;ND;En cours;60 min;;Georgia Flood, Antonia Prebble, Laura Brent;;Australie;1;6;"L'histoire vraie des infirmières de l'armée australienne à Gallipoli et au Front Ouest pendant la Première Guerre Mondiale. Basée sur le livre de Peter Rees 'The Other ANZAC', de journaux, lettres, photographies et documents historiques. 


Particularité : Adaptation du livre de Peter Rees";https://str01-m.dpstream.media/s/6146/anzac-girls-1474281461.jpg;Série ANZAC Girls streaming,ANZAC Girls dpstream, Série ANZAC Girls HD, ANZAC Girls streaming VF
850;6145;Dancing on the Edge;ND;Terminée;90 min;Stephen Poliakoff;John Goodman, Chiwetel Ejiofor, Matthew Goode;;Royaume-Uni;1;6;Dans les années 30, le Louis Lester Band, un groupe de jazz uniquement composé de musiciens noirs, réussit l'exploit de s'imposer dans le milieu de l'aristocratie anglaise. Mais, lorsque le groupe se retrouve impliqué dans une sombre affaire de meurtre, les portes du succès et de la reconnaissance commencent à se fermer une à une...;https://str01-m.dpstream.media/s/6145/dancing-on-the-edge-1474281403.jpg;Série Dancing on the Edge streaming,Dancing on the Edge dpstream, Série Dancing on the Edge HD, Dancing on the Edge streaming VF
851;6144;Anarchy;ND;En cours;26 min;;Roger van, Franz Lang;;France;1;8;"La Fondation Léopold II est un lieu préservé, une enclave belge sur le territoire français. Deux marginaux, Lustick, un officier de l'armée en retraite, et Mathilde, une gouvernante quasi muette, y maintiennent les vestiges de ce qui fut le rayonnement du plat pays à l'international. Aux premiers jours de l'Anarchy et pour venir en aide aux Français, Bruxelles dépêche sur place un trio dirigé par Lamberts, un humanitaire sur le retour. La nouvelle 'task force' est composée de trois personnes aussi inaptes que bienveillantes. Pétrie de Belgitude amicale, elle doit recevoir ces Français qui déambulent, hagards voire affamés, choqués par la déliquescence de leur pays. La fondation est une ressource, un poste avancé pour aider les voisins-amis, un asile, un lieu d'accueil, les moyens sont inconnus, l'objectif est vague : venir en aide aux Français ? Du moins le pensent-ils...

Dans cette série qualifiée de 'participative', le public a la possibilité d'intervenir - notamment via les réseaux sociaux - sur le cours de l'histoire, et ainsi influer sur les destinées des personnages.";https://str01-m.dpstream.media/s/6144/anarchy-1474281341.jpg;Série Anarchy streaming,Anarchy dpstream, Série Anarchy HD, Anarchy streaming VF
852;6143;Est d'Eden (East of Eden);ND;Terminée;60 min;So Won-young;;;République de Corée;1;56;"Le drama raconte l'histoire de deux hommes dont les destins se croisent à partir du premier jour où ils sont nés. Les deux hommes sont nés dans le même hôpital. Quand il était adolescent, Lee Dong Chul assiste à la mort de son père. Dès lors, il a promis de se venger de l'homme qui a causé sa mort, Shin Tae Hwan. Mais à l'insu de tout le monde, c'est en fait le frère cadet de Dong Chul, Dong Wook, qui a été échangé à la naissance avec le fils de Tae Hwan, Myung Hun. Dong Wook grandit et devient procureur et promet d'aider son frère à se venger. Mais qu'advient-il quand ils découvrent qu'ils ne sont pas frères? Qu'est-ce que Dong Chul fera quand il découvrira que son vrai frère a été élevé par Shin Tae Hwan et que le frère qui était à côté de lui pendant toutes ces années est le fils de son ennemi ?

Titre original : Eden-ui Dong-jjok";https://str01-m.dpstream.media/s/6143/est-d'eden-(east-of-eden)-1474281151.jpg;Série Est d'Eden (East of Eden) streaming,Est d'Eden (East of Eden) dpstream, Série Est d'Eden (East of Eden) HD, Est d'Eden (East of Eden) streaming VF
853;6142;Objectif top chef;ND;En cours;49 min;M6;Philippe Etchebest;;France;2;30;"Philippe Etchebest à la recherche du premier apprenti cuisinier qui aura la chance de participer à 'Top Chef'.
Philippe Etchebest part à la rencontre de 60 apprentis cuisiniers ! Avec son savoir-faire unique, le Chef va sillonner les routes de France, goûter la cuisine des candidats, leur imposer des défis culinaires avec les produits phares de leur région et sélectionner le meilleur dentre eux. Ce dernier rejoindra les candidats professionnels de la nouvelle promotion de Top chef. Chaque jour, Philippe Etchebest va donc aller rencontrer, chez eux, de jeunes cuisiniers amateurs. Chacun devra réaliser un plat libre pour impressionner le Chef. Ce dernier analysera leur cuisine et leur prodiguera de précieux conseils. Il sélectionnera les plus talentueux dentre eux au fur et à mesure des semaines. Au final, un seul cuisinier amateur aura le privilège dintégrer la nouvelle saison de Top Chef, traditionnellement ouverte aux professionnels uniquement

--- Pour voir Top Chef
http://www.dpstream.net/serie-4484-top-chef.html";https://str01-m.dpstream.media/s/6142/objectif-top-chef-1474280943.jpg;Série Objectif top chef streaming,Objectif top chef dpstream, Série Objectif top chef HD, Objectif top chef streaming VF
854;6141;Lonesome Dove (2007) : Comanche Moon;ND;En cours;90 min;Simon Wincer;Steve Zahn, Ryan Merriman, Keith Robinson;;États-Unis;1;3;Le quotidien de deux rangers du Texas, Augustus McCrae et Woodrow F.Call ainsi que les personnes qui marquent leur vie...;http://zupimages.net/up/14/46/ytr3.jpg;Série Lonesome Dove (2007) : Comanche Moon streaming,Lonesome Dove (2007) : Comanche Moon dpstream, Série Lonesome Dove (2007) : Comanche Moon HD, Lonesome Dove (2007) : Comanche Moon streaming VF
